image_id,original_label,mapped_label
1045,Clear plastic bottle,Plastic
1046,Meal carton,Paper
1046,Plastic straw,Plastic
1046,Plastic lid,Plastic
1046,Paper cup,Paper
1046,Other plastic wrapper,Plastic
1046,Other plastic,Plastic
1047,Paper cup,Paper
1047,Unlabeled litter,Other
1048,Plastic straw,Plastic
1049,Other plastic wrapper,Plastic
1050,Meal carton,Paper
1051,Paper cup,Paper
1051,Plastic lid,Plastic
1052,Paper cup,Paper
1052,Plastic lid,Plastic
1052,Plastic film,Plastic
1052,Plastic film,Plastic
1052,Drink can,Metal
1052,Drink can,Metal
1052,Unlabeled litter,Other
1052,Unlabeled litter,Other
1053,Plastic glooves,Plastic
1053,Normal paper,Paper
1054,Styrofoam piece,Other
1054,Plastic film,Plastic
1055,Plastic lid,Plastic
1056,Drink can,Metal
1056,Metal bottle cap,Metal
1056,Plastic straw,Plastic
1057,Paper cup,Paper
1057,Paper cup,Paper
1057,Unlabeled litter,Other
1058,Other plastic,Plastic
1059,Crisp packet,Plastic
1060,Disposable food container,Other
1060,Other plastic,Plastic
1060,Other plastic,Plastic
1060,Plastic film,Plastic
1060,Plastic film,Plastic
1061,Food Can,Metal
1062,Disposable plastic cup,Plastic
1062,Plastic lid,Plastic
1062,Other plastic,Plastic
1062,Unlabeled litter,Other
1063,Clear plastic bottle,Plastic
1064,Disposable plastic cup,Plastic
1064,Disposable plastic cup,Plastic
1064,Paper cup,Paper
1064,Plastic straw,Plastic
1064,Plastic straw,Plastic
1064,Plastic lid,Plastic
1064,Plastic lid,Plastic
1064,Corrugated carton,Paper
1064,Corrugated carton,Paper
1064,Paper bag,Paper
1064,Normal paper,Paper
1064,Unlabeled litter,Other
1065,Meal carton,Paper
1065,Plastic film,Plastic
1066,Pop tab,Metal
1066,Drink can,Metal
1067,Clear plastic bottle,Plastic
1068,Foam food container,Other
1069,Paper cup,Paper
1069,Plastic lid,Plastic
1069,Plastic straw,Plastic
1070,Plastic lid,Plastic
1070,Paper cup,Paper
1070,Other carton,Paper
1071,Spread tub,Plastic
1071,Single-use carrier bag,Plastic
1072,Crisp packet,Plastic
1073,Crisp packet,Plastic
1074,Disposable plastic cup,Plastic
1074,Disposable plastic cup,Plastic
1075,Plastic film,Plastic
964,Cigarette,Other
965,Cigarette,Other
970,Cigarette,Other
995,Cigarette,Other
996,Cigarette,Other
997,Cigarette,Other
999,Cigarette,Other
999,Cigarette,Other
999,Cigarette,Other
1007,Cigarette,Other
1013,Cigarette,Other
1027,Cigarette,Other
1037,Cigarette,Other
1037,Cigarette,Other
1045,Cigarette,Other
1045,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1047,Cigarette,Other
1048,Cigarette,Other
1048,Cigarette,Other
1048,Cigarette,Other
1048,Cigarette,Other
1050,Cigarette,Other
1062,Cigarette,Other
1064,Cigarette,Other
1072,Cigarette,Other
1072,Cigarette,Other
1072,Cigarette,Other
1072,Cigarette,Other
1072,Cigarette,Other
1072,Cigarette,Other
1072,Cigarette,Other
1072,Cigarette,Other
1076,Disposable plastic cup,Plastic
1077,Clear plastic bottle,Plastic
1077,Aluminium foil,Metal
1078,Clear plastic bottle,Plastic
1078,Plastic bottle cap,Plastic
1078,Unlabeled litter,Other
1078,Unlabeled litter,Other
1078,Drink carton,Paper
1079,Aerosol,Metal
1079,Clear plastic bottle,Plastic
1079,Single-use carrier bag,Plastic
1079,Normal paper,Paper
1079,Plastic film,Plastic
1080,Clear plastic bottle,Plastic
1080,Other plastic wrapper,Plastic
1081,Clear plastic bottle,Plastic
1081,Clear plastic bottle,Plastic
1082,Clear plastic bottle,Plastic
1082,Clear plastic bottle,Plastic
1082,Clear plastic bottle,Plastic
1082,Drink can,Metal
1082,Pop tab,Metal
1083,Aluminium foil,Metal
1084,Clear plastic bottle,Plastic
1084,Clear plastic bottle,Plastic
1084,Plastic bottle cap,Plastic
1084,Plastic bottle cap,Plastic
1084,Crisp packet,Plastic
1084,Other plastic wrapper,Plastic
1084,Unlabeled litter,Other
1085,Other carton,Paper
1086,Other plastic wrapper,Plastic
1087,Plastic film,Plastic
1088,Clear plastic bottle,Plastic
1088,Plastic bottle cap,Plastic
1089,Other plastic,Plastic
1089,Plastic straw,Plastic
1089,Plastic lid,Plastic
1090,Aluminium foil,Metal
1091,Clear plastic bottle,Plastic
1092,Disposable food container,Other
1093,Aluminium foil,Metal
1094,Clear plastic bottle,Plastic
1094,Clear plastic bottle,Plastic
1094,Other plastic wrapper,Plastic
1095,Aluminium foil,Metal
1096,Clear plastic bottle,Plastic
1097,Clear plastic bottle,Plastic
1097,Other plastic,Plastic
1098,Drink can,Metal
1098,Plastic film,Plastic
1099,Clear plastic bottle,Plastic
1099,Plastic bottle cap,Plastic
1100,Rope & strings,Other
1101,Aerosol,Metal
1101,Glass bottle,Glass
1101,Clear plastic bottle,Plastic
1101,Clear plastic bottle,Plastic
1101,Glass bottle,Glass
1102,Glass bottle,Glass
1102,Unlabeled litter,Other
1103,Clear plastic bottle,Plastic
1103,Glass bottle,Glass
1103,Paper cup,Paper
1104,Corrugated carton,Paper
1105,Other plastic bottle,Plastic
1105,Corrugated carton,Paper
1106,Clear plastic bottle,Plastic
1106,Plastic bottle cap,Plastic
1106,Scrap metal,Metal
1107,Clear plastic bottle,Plastic
1107,Clear plastic bottle,Plastic
1107,Clear plastic bottle,Plastic
1107,Clear plastic bottle,Plastic
1107,Clear plastic bottle,Plastic
1107,Clear plastic bottle,Plastic
1107,Clear plastic bottle,Plastic
1107,Other plastic bottle,Plastic
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Other plastic,Plastic
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Other plastic,Plastic
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Other plastic,Plastic
1107,Unlabeled litter,Other
1107,Other plastic,Plastic
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Unlabeled litter,Other
1107,Paper cup,Paper
1107,Other plastic wrapper,Plastic
1107,Plastic film,Plastic
1107,Other plastic wrapper,Plastic
1107,Other plastic wrapper,Plastic
1107,Other plastic wrapper,Plastic
1107,Plastic film,Plastic
1107,Other plastic wrapper,Plastic
1107,Other plastic wrapper,Plastic
1107,Plastic film,Plastic
1107,Drink can,Metal
1107,Drink can,Metal
1107,Drink can,Metal
1107,Drink can,Metal
1107,Plastic lid,Plastic
1107,Plastic lid,Plastic
1107,Plastic straw,Plastic
1107,Plastic straw,Plastic
1107,Plastic straw,Plastic
1107,Plastic straw,Plastic
1107,Plastic bottle cap,Plastic
1107,Plastic bottle cap,Plastic
1107,Plastic bottle cap,Plastic
1107,Plastic bottle cap,Plastic
1107,Plastic bottle cap,Plastic
1107,Plastic bottle cap,Plastic
1107,Plastic bottle cap,Plastic
1108,Plastic bottle cap,Plastic
1109,Tupperware,Plastic
1110,Clear plastic bottle,Plastic
1110,Clear plastic bottle,Plastic
1111,Plastic utensils,Plastic
1111,Plastic utensils,Plastic
1111,Paper bag,Paper
1111,Paper bag,Paper
1111,Plastic film,Plastic
1111,Other plastic wrapper,Plastic
1111,Other plastic wrapper,Plastic
1111,Pop tab,Metal
1112,Clear plastic bottle,Plastic
1112,Clear plastic bottle,Plastic
1113,Clear plastic bottle,Plastic
1113,Clear plastic bottle,Plastic
1113,Plastic bottle cap,Plastic
1113,Single-use carrier bag,Plastic
1114,Tupperware,Plastic
1114,Plastic bottle cap,Plastic
1114,Unlabeled litter,Other
1114,Unlabeled litter,Other
1114,Unlabeled litter,Other
1115,Foam food container,Other
1116,Plastic film,Plastic
1117,Pizza box,Paper
1117,Disposable food container,Other
1118,Clear plastic bottle,Plastic
1119,Corrugated carton,Paper
1119,Corrugated carton,Paper
1119,Corrugated carton,Paper
1120,Clear plastic bottle,Plastic
1120,Clear plastic bottle,Plastic
1120,Aluminium foil,Metal
1120,Aluminium foil,Metal
1121,Drink carton,Paper
1121,Other carton,Paper
1121,Clear plastic bottle,Plastic
1121,Clear plastic bottle,Plastic
1121,Aluminium foil,Metal
1121,Aluminium foil,Metal
1122,Clear plastic bottle,Plastic
1122,Glass bottle,Glass
1122,Other plastic wrapper,Plastic
1122,Other plastic wrapper,Plastic
1122,Unlabeled litter,Other
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Drink can,Metal
1123,Clear plastic bottle,Plastic
1123,Single-use carrier bag,Plastic
1123,Pop tab,Metal
1123,Pop tab,Metal
1123,Pop tab,Metal
1123,Pop tab,Metal
1123,Pop tab,Metal
1123,Pop tab,Metal
1123,Pop tab,Metal
1124,Disposable plastic cup,Plastic
1124,Foam food container,Other
1125,Aluminium foil,Metal
1126,Disposable plastic cup,Plastic
1127,Clear plastic bottle,Plastic
1128,Other plastic,Plastic
1129,Single-use carrier bag,Plastic
1129,Unlabeled litter,Other
1130,Disposable food container,Other
1131,Clear plastic bottle,Plastic
1131,Plastic bottle cap,Plastic
1132,Clear plastic bottle,Plastic
1133,Clear plastic bottle,Plastic
1133,Plastic bottle cap,Plastic
1134,Plastic film,Plastic
1134,Other plastic wrapper,Plastic
1135,Foam food container,Other
1135,Disposable plastic cup,Plastic
1136,Aluminium foil,Metal
1136,Aluminium foil,Metal
1136,Paper bag,Paper
1137,Drink can,Metal
1138,Aluminium foil,Metal
1138,Aluminium foil,Metal
1139,Clear plastic bottle,Plastic
1139,Clear plastic bottle,Plastic
1139,Plastic film,Plastic
1140,Aerosol,Metal
1140,Clear plastic bottle,Plastic
1140,Clear plastic bottle,Plastic
1140,Crisp packet,Plastic
1140,Other plastic wrapper,Plastic
1140,Crisp packet,Plastic
1140,Unlabeled litter,Other
1140,Unlabeled litter,Other
1140,Other plastic,Plastic
1140,Unlabeled litter,Other
1140,Other plastic,Plastic
1140,Other plastic,Plastic
1141,Drink can,Metal
1141,Drink can,Metal
1141,Clear plastic bottle,Plastic
1141,Clear plastic bottle,Plastic
1141,Clear plastic bottle,Plastic
1142,Aluminium foil,Metal
1142,Aluminium foil,Metal
1142,Aluminium foil,Metal
1142,Aluminium foil,Metal
1142,Aluminium foil,Metal
1142,Aluminium foil,Metal
1143,Clear plastic bottle,Plastic
1143,Clear plastic bottle,Plastic
1144,Plastic lid,Plastic
1144,Plastic straw,Plastic
1145,Clear plastic bottle,Plastic
1145,Clear plastic bottle,Plastic
1145,Unlabeled litter,Other
1145,Unlabeled litter,Other
1146,Other plastic,Plastic
1146,Unlabeled litter,Other
1146,Unlabeled litter,Other
1146,Unlabeled litter,Other
1146,Unlabeled litter,Other
1146,Unlabeled litter,Other
1146,Unlabeled litter,Other
1147,Clear plastic bottle,Plastic
1147,Clear plastic bottle,Plastic
1147,Plastic bottle cap,Plastic
1147,Crisp packet,Plastic
1147,Unlabeled litter,Other
1147,Unlabeled litter,Other
1148,Drink can,Metal
1149,Disposable plastic cup,Plastic
1150,Plastic film,Plastic
1151,Corrugated carton,Paper
1152,Food Can,Metal
1152,Pop tab,Metal
1152,Aluminium foil,Metal
1152,Drink carton,Paper
1152,Plastic straw,Plastic
1153,Clear plastic bottle,Plastic
1153,Drink carton,Paper
1153,Plastic bottle cap,Plastic
1154,Paper bag,Paper
1154,Aluminium foil,Metal
1154,Aluminium foil,Metal
1154,Aluminium foil,Metal
1154,Aluminium foil,Metal
1154,Aluminium foil,Metal
1154,Aluminium foil,Metal
1155,Clear plastic bottle,Plastic
1156,Other plastic wrapper,Plastic
1157,Clear plastic bottle,Plastic
1157,Plastic bottle cap,Plastic
1158,Foam food container,Other
1159,Drink carton,Paper
1159,Meal carton,Paper
1159,Clear plastic bottle,Plastic
1159,Clear plastic bottle,Plastic
1159,Aluminium foil,Metal
1159,Aluminium foil,Metal
1160,Paper cup,Paper
1160,Clear plastic bottle,Plastic
1160,Glass bottle,Glass
1161,Clear plastic bottle,Plastic
1162,Drink can,Metal
1162,Crisp packet,Plastic
1162,Crisp packet,Plastic
1163,Plastic utensils,Plastic
1164,Clear plastic bottle,Plastic
1165,Corrugated carton,Paper
1166,Paper cup,Paper
1167,Plastic film,Plastic
1168,Plastic bottle cap,Plastic
1168,Plastic bottle cap,Plastic
1168,Clear plastic bottle,Plastic
1168,Unlabeled litter,Other
1169,Other plastic wrapper,Plastic
1170,Plastic utensils,Plastic
1171,Corrugated carton,Paper
1171,Corrugated carton,Paper
1172,Other plastic wrapper,Plastic
1172,Other plastic wrapper,Plastic
1172,Plastic film,Plastic
1172,Normal paper,Paper
1172,Plastic utensils,Plastic
1111,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1112,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1132,Cigarette,Other
1161,Cigarette,Other
1161,Cigarette,Other
1161,Cigarette,Other
1161,Cigarette,Other
1161,Cigarette,Other
1161,Cigarette,Other
1169,Cigarette,Other
1169,Cigarette,Other
1170,Cigarette,Other
1173,Other plastic wrapper,Plastic
1174,Plastic straw,Plastic
1174,Other plastic,Plastic
1174,Other plastic,Plastic
1174,Plastic bottle cap,Plastic
1175,Plastic straw,Plastic
1175,Other plastic,Plastic
1175,Unlabeled litter,Other
1176,Metal bottle cap,Metal
1177,Other plastic wrapper,Plastic
1177,Other plastic,Plastic
1178,Plastic film,Plastic
1179,Other plastic,Plastic
1179,Corrugated carton,Paper
1180,Plastic utensils,Plastic
1181,Clear plastic bottle,Plastic
1181,Plastic bottle cap,Plastic
1181,Plastic bottle cap,Plastic
1182,Drink can,Metal
1183,Plastic film,Plastic
1184,Aluminium foil,Metal
1184,Magazine paper,Paper
1185,Aluminium foil,Metal
1186,Unlabeled litter,Other
1186,Unlabeled litter,Other
1187,Clear plastic bottle,Plastic
1188,Clear plastic bottle,Plastic
1189,Styrofoam piece,Other
1189,Styrofoam piece,Other
1189,Styrofoam piece,Other
1189,Styrofoam piece,Other
1189,Styrofoam piece,Other
1190,Disposable food container,Other
1191,Styrofoam piece,Other
1192,Styrofoam piece,Other
1192,Styrofoam piece,Other
1192,Normal paper,Paper
1192,Unlabeled litter,Other
1193,Other plastic,Plastic
1193,Other plastic,Plastic
1193,Other plastic,Plastic
1193,Other plastic,Plastic
1193,Other plastic,Plastic
1193,Other plastic,Plastic
1193,Other plastic,Plastic
1193,Unlabeled litter,Other
1193,Tissues,Paper
1193,Clear plastic bottle,Plastic
1193,Clear plastic bottle,Plastic
1193,Plastic straw,Plastic
1194,Other carton,Paper
1194,Other carton,Paper
1194,Plastic film,Plastic
1195,Drink can,Metal
1195,Unlabeled litter,Other
1196,Drink can,Metal
1196,Pop tab,Metal
1197,Paper cup,Paper
1197,Plastic lid,Plastic
1197,Tissues,Paper
1198,Disposable plastic cup,Plastic
1199,Paper cup,Paper
1199,Plastic lid,Plastic
1200,Paper cup,Paper
1200,Paper cup,Paper
1200,Disposable plastic cup,Plastic
1201,Metal bottle cap,Metal
1202,Crisp packet,Plastic
1202,Garbage bag,Plastic
1202,Paper cup,Paper
1202,Other plastic,Plastic
1203,Drink carton,Paper
1203,Meal carton,Paper
1203,Plastic straw,Plastic
1203,Single-use carrier bag,Plastic
1203,Single-use carrier bag,Plastic
1203,Plastic film,Plastic
1203,Food Can,Metal
1203,Other plastic,Plastic
1204,Disposable plastic cup,Plastic
1205,Drink carton,Paper
1205,Plastic straw,Plastic
1206,Foam food container,Other
1206,Unlabeled litter,Other
1206,Unlabeled litter,Other
1206,Other plastic wrapper,Plastic
1206,Plastic film,Plastic
1207,Drink carton,Paper
1208,Paper cup,Paper
1208,Other plastic,Plastic
1208,Other plastic,Plastic
1208,Unlabeled litter,Other
1209,Plastic straw,Plastic
1209,Drink carton,Paper
1209,Clear plastic bottle,Plastic
1209,Plastic film,Plastic
1209,Plastic film,Plastic
1209,Foam cup,Other
1209,Normal paper,Paper
1210,Drink carton,Paper
1210,Plastic lid,Plastic
1211,Glass bottle,Glass
1211,Glass bottle,Glass
1211,Normal paper,Paper
1212,Paper cup,Paper
1212,Metal bottle cap,Metal
1212,Normal paper,Paper
1212,Unlabeled litter,Other
1212,Styrofoam piece,Other
1213,Single-use carrier bag,Plastic
1213,Plastic film,Plastic
1213,Other plastic wrapper,Plastic
1213,Other plastic wrapper,Plastic
1213,Plastic film,Plastic
1213,Plastic utensils,Plastic
1213,Clear plastic bottle,Plastic
1213,Spread tub,Plastic
1213,Tissues,Paper
1213,Tissues,Paper
1213,Other carton,Paper
1213,Unlabeled litter,Other
1213,Unlabeled litter,Other
1213,Unlabeled litter,Other
1213,Unlabeled litter,Other
1213,Unlabeled litter,Other
1213,Unlabeled litter,Other
1213,Unlabeled litter,Other
1213,Other plastic,Plastic
1213,Unlabeled litter,Other
1213,Other plastic,Plastic
1213,Plastic straw,Plastic
1213,Paper cup,Paper
1213,Plastic bottle cap,Plastic
1214,Plastic utensils,Plastic
1214,Plastic utensils,Plastic
1214,Plastic straw,Plastic
1214,Unlabeled litter,Other
1215,Plastic straw,Plastic
1215,Plastic straw,Plastic
1215,Single-use carrier bag,Plastic
1215,Single-use carrier bag,Plastic
1215,Plastic film,Plastic
1215,Pizza box,Paper
1215,Drink carton,Paper
1215,Paper cup,Paper
1216,Egg carton,Paper
1216,Other plastic,Plastic
1217,Paper cup,Paper
1217,Plastic utensils,Plastic
1218,Single-use carrier bag,Plastic
1218,Other plastic,Plastic
1219,Plastic film,Plastic
1220,Spread tub,Plastic
1221,Disposable plastic cup,Plastic
1222,Clear plastic bottle,Plastic
1222,Normal paper,Paper
1223,Other plastic wrapper,Plastic
1224,Clear plastic bottle,Plastic
1224,Plastic bottle cap,Plastic
1224,Plastic film,Plastic
1224,Other plastic wrapper,Plastic
1224,Other plastic wrapper,Plastic
1224,Other plastic wrapper,Plastic
1224,Plastic film,Plastic
1224,Unlabeled litter,Other
1224,Unlabeled litter,Other
1224,Unlabeled litter,Other
1224,Unlabeled litter,Other
1224,Plastic film,Plastic
1225,Plastic straw,Plastic
1225,Unlabeled litter,Other
1226,Other plastic wrapper,Plastic
1226,Plastic film,Plastic
1226,Plastic film,Plastic
1227,Single-use carrier bag,Plastic
1227,Clear plastic bottle,Plastic
1227,Plastic bottle cap,Plastic
1227,Unlabeled litter,Other
1228,Foam cup,Other
1228,Disposable food container,Other
1228,Plastic film,Plastic
1229,Plastic film,Plastic
1229,Other plastic,Plastic
1230,Other plastic wrapper,Plastic
1231,Plastic film,Plastic
1232,Plastic utensils,Plastic
1232,Plastic straw,Plastic
1232,Other plastic,Plastic
1233,Single-use carrier bag,Plastic
1234,Clear plastic bottle,Plastic
1234,Other plastic bottle,Plastic
1234,Unlabeled litter,Other
1235,Drink carton,Paper
1235,Plastic bottle cap,Plastic
1236,Glass bottle,Glass
1236,Unlabeled litter,Other
1237,Drink carton,Paper
1237,Unlabeled litter,Other
1238,Clear plastic bottle,Plastic
1239,Garbage bag,Plastic
1239,Garbage bag,Plastic
1239,Garbage bag,Plastic
1239,Garbage bag,Plastic
1239,Single-use carrier bag,Plastic
1239,Plastic film,Plastic
1239,Crisp packet,Plastic
1239,Single-use carrier bag,Plastic
1239,Other carton,Paper
1239,Other carton,Paper
1239,Drink carton,Paper
1239,Other carton,Paper
1239,Drink carton,Paper
1239,Other carton,Paper
1239,Drink carton,Paper
1239,Pop tab,Metal
1239,Plastic straw,Plastic
1239,Plastic straw,Plastic
1239,Clear plastic bottle,Plastic
1239,Plastic bottle cap,Plastic
1240,Clear plastic bottle,Plastic
1240,Clear plastic bottle,Plastic
1240,Drink carton,Paper
1240,Paper cup,Paper
1240,Unlabeled litter,Other
1240,Plastic film,Plastic
1240,Plastic film,Plastic
1241,Aluminium foil,Metal
1241,Clear plastic bottle,Plastic
1241,Plastic bottle cap,Plastic
1242,Paper bag,Paper
1242,Drink carton,Paper
1242,Other carton,Paper
1242,Garbage bag,Plastic
1243,Clear plastic bottle,Plastic
1244,Plastic film,Plastic
1244,Broken glass,Glass
1245,Disposable plastic cup,Plastic
1245,Plastic lid,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Clear plastic bottle,Plastic
1246,Other plastic wrapper,Plastic
1246,Other plastic wrapper,Plastic
1246,Plastic bottle cap,Plastic
1246,Plastic bottle cap,Plastic
1246,Paper cup,Paper
1246,Unlabeled litter,Other
1246,Unlabeled litter,Other
1246,Other carton,Paper
1246,Normal paper,Paper
1247,Paper cup,Paper
1247,Metal bottle cap,Metal
1247,Normal paper,Paper
1248,Plastic bottle cap,Plastic
1248,Plastic bottle cap,Plastic
1248,Disposable plastic cup,Plastic
1248,Disposable plastic cup,Plastic
1248,Disposable plastic cup,Plastic
1248,Clear plastic bottle,Plastic
1248,Single-use carrier bag,Plastic
1248,Plastic straw,Plastic
1248,Plastic lid,Plastic
1249,Clear plastic bottle,Plastic
1250,Clear plastic bottle,Plastic
1251,Clear plastic bottle,Plastic
1251,Plastic bottle cap,Plastic
1252,Clear plastic bottle,Plastic
1252,Plastic bottle cap,Plastic
1253,Drink carton,Paper
1253,Drink can,Metal
1253,Food Can,Metal
1253,Pop tab,Metal
1253,Pop tab,Metal
1254,Disposable plastic cup,Plastic
1255,Paper cup,Paper
1256,Drink can,Metal
1257,Glass bottle,Glass
1257,Drink carton,Paper
1258,Plastic film,Plastic
1258,Rope & strings,Other
1259,Other plastic,Plastic
1260,Other plastic,Plastic
1261,Other plastic,Plastic
1262,Other plastic,Plastic
1263,Plastic film,Plastic
1264,Plastic film,Plastic
1265,Other plastic,Plastic
1266,Unlabeled litter,Other
1267,Plastic film,Plastic
1268,Clear plastic bottle,Plastic
1268,Plastic bottle cap,Plastic
1268,Styrofoam piece,Other
1269,Other plastic bottle,Plastic
1269,Plastic bottle cap,Plastic
1270,Disposable plastic cup,Plastic
1271,Clear plastic bottle,Plastic
1271,Plastic bottle cap,Plastic
1272,Clear plastic bottle,Plastic
1272,Plastic bottle cap,Plastic
1273,Drink can,Metal
1273,Drink can,Metal
1273,Pop tab,Metal
1273,Pop tab,Metal
1274,Styrofoam piece,Other
1275,Styrofoam piece,Other
1276,Drink can,Metal
1277,Glass bottle,Glass
1278,Other plastic,Plastic
1278,Other plastic,Plastic
1278,Other plastic,Plastic
1278,Styrofoam piece,Other
1279,Plastic film,Plastic
1280,Plastic film,Plastic
1280,Other plastic,Plastic
1280,Unlabeled litter,Other
1280,Other plastic,Plastic
1280,Other plastic,Plastic
1280,Other plastic,Plastic
1280,Other plastic,Plastic
1281,Styrofoam piece,Other
1282,Other plastic wrapper,Plastic
1283,Clear plastic bottle,Plastic
1283,Styrofoam piece,Other
1283,Styrofoam piece,Other
1283,Styrofoam piece,Other
1283,Styrofoam piece,Other
1284,Plastic bottle cap,Plastic
1285,Styrofoam piece,Other
1285,Other plastic,Plastic
1285,Other plastic,Plastic
1286,Plastic film,Plastic
1287,Other plastic wrapper,Plastic
1287,Styrofoam piece,Other
1288,Plastic bottle cap,Plastic
1288,Plastic bottle cap,Plastic
1288,Other plastic,Plastic
1288,Other plastic,Plastic
1289,Other plastic,Plastic
1289,Plastic bottle cap,Plastic
1290,Single-use carrier bag,Plastic
1291,Other plastic wrapper,Plastic
1291,Other plastic,Plastic
1291,Unlabeled litter,Other
1291,Other plastic,Plastic
1292,Clear plastic bottle,Plastic
1293,Rope & strings,Other
1293,Normal paper,Paper
1293,Other plastic,Plastic
1294,Other plastic,Plastic
1294,Other plastic,Plastic
1295,Plastic bottle cap,Plastic
1295,Other plastic,Plastic
1295,Other plastic,Plastic
1295,Other plastic,Plastic
1296,Other plastic,Plastic
1296,Other plastic,Plastic
1297,Other plastic,Plastic
1297,Plastic bottle cap,Plastic
1298,Other plastic wrapper,Plastic
1299,Styrofoam piece,Other
1193,Cigarette,Other
1194,Cigarette,Other
1202,Cigarette,Other
1204,Cigarette,Other
1206,Cigarette,Other
1206,Cigarette,Other
1208,Cigarette,Other
1208,Cigarette,Other
1208,Cigarette,Other
1208,Cigarette,Other
1208,Cigarette,Other
1208,Cigarette,Other
1208,Cigarette,Other
1209,Cigarette,Other
1211,Cigarette,Other
1211,Cigarette,Other
1215,Cigarette,Other
1234,Cigarette,Other
1234,Cigarette,Other
1235,Cigarette,Other
1235,Cigarette,Other
1235,Cigarette,Other
1238,Cigarette,Other
1238,Cigarette,Other
1240,Cigarette,Other
1240,Cigarette,Other
1240,Cigarette,Other
1241,Cigarette,Other
1244,Cigarette,Other
1245,Cigarette,Other
1245,Cigarette,Other
1245,Cigarette,Other
1245,Cigarette,Other
1246,Cigarette,Other
1247,Cigarette,Other
1248,Cigarette,Other
1257,Cigarette,Other
1281,Cigarette,Other
1300,Unlabeled litter,Other
1300,Normal paper,Paper
1300,Paper cup,Paper
1301,Squeezable tube,Plastic
1302,Unlabeled litter,Other
1302,Disposable plastic cup,Plastic
1303,Other plastic wrapper,Plastic
1304,Clear plastic bottle,Plastic
1304,Rope & strings,Other
1305,Other plastic wrapper,Plastic
1305,Unlabeled litter,Other
1306,Paper cup,Paper
